predileta;alimentação;Conta Corrente BB;essencial;10/04/2017;-19,5;10/04/2017
energia eletrica;Luz/Água;Conta Corrente BB;essencial;10/04/2017;-162,32;10/04/2017
luz dna salete;dn salete;Conta Corrente BB;;10/04/2017;-79,07;10/04/2017
mafre;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/04/2017;-167,52;10/04/2017
celular;Internet/Telefone/TV;Conta Corrente BB;Prioridade Financeira;10/04/2017;-136,7;10/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;10/04/2017;210;10/04/2017
cozinha planejada 1/10;Reformas Casa;Conta Corrente BB;prioridade financeira;10/04/2017;-531;10/04/2017
marmitaria;alimentação;Conta Corrente BB;essencial;11/04/2017;-16;11/04/2017
mufato;mercado;Conta Corrente BB;essencial;11/04/2017;-64,95;11/04/2017
megasena;outros;Conta Corrente BB;Prioridade Financeira;11/04/2017;-28;11/04/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;11/04/2017;-128;11/04/2017
canela fina;alimentação;Conta Corrente BB;essencial;11/04/2017;-16;11/04/2017
netflix;Internet/Telefone/TV;nubank;Prioridade Financeira;12/04/2017;-22,9;12/04/2017
destro 1/10;Reformas Casa;Conta Corrente BB;Prioridade Financeira;12/04/2017;-152;12/04/2017
americanas;Bens/Casa;Conta Corrente BB;Prioridade Financeira;12/04/2017;-65,48;12/04/2017
predileta;alimentação;Conta Corrente BB;essencial;12/04/2017;-23,77;12/04/2017
mufato;mercado;Conta Corrente BB;essencial;12/04/2017;-213,56;12/04/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;12/04/2017;-180,63;12/04/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;12/04/2017;-219,88;12/04/2017
mufato;mercado;Conta Corrente BB;essencial;12/04/2017;-277,64;12/04/2017
pizza;restaurante;Conta Corrente BB;Estilo de Vida;13/04/2017;-50,4;13/04/2017
registro br;sistema;nubank;Prioridade Financeira;13/04/2017;-40;13/04/2017
nubank;;nubank;;14/04/2017;448,52;14/04/2017
pgto Ventura;Reformas Casa;dinheiro;Prioridade Financeira;15/04/2017;-1.300,00;15/04/2017
faturamento fabi;faturamento fabi;dinheiro;Prioridade Financeira;15/04/2017;1.300,00;15/04/2017
cartao;outros;Cartão de Crédito;Prioridade Financeira;15/04/2017;-85,5;15/04/2017
nubank;;Conta Corrente BB;;17/04/2017;-448,52;17/04/2017
compra lm 7/12;Compras/presentes;Conta Corrente BB;Estilo de Vida;17/04/2017;-67;17/04/2017
consorcio pgto jeferson;outras entradas;Conta Corrente BB;Prioridade Financeira;17/04/2017;203;17/04/2017
predileta;alimentação;Conta Corrente BB;essencial;17/04/2017;-10,57;17/04/2017
canela fina;alimentação;Conta Corrente BB;essencial;17/04/2017;-84;17/04/2017
predileta;alimentação;Conta Corrente BB;essencial;17/04/2017;-8,67;17/04/2017
sendai;alimentação;Conta Corrente BB;essencial;17/04/2017;-19;17/04/2017
predileta;alimentação;Conta Corrente BB;essencial;17/04/2017;-16,95;17/04/2017
pgto porta blindex;Reformas Casa;Conta Corrente BB;Prioridade Financeira;17/04/2017;-1.300,00;17/04/2017
tarifa bco;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;17/04/2017;-9,7;17/04/2017
telefone dna salete;dn salete;Conta Corrente BB;;17/04/2017;-88,29;17/04/2017
seguro;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;17/04/2017;-81,7;17/04/2017
consorcio cleverson;outras entradas;Conta Corrente BB;Prioridade Financeira;18/04/2017;203;18/04/2017
pgto porta blindex;Reformas Casa;Conta Corrente BB;Prioridade Financeira;18/04/2017;-1.300,00;18/04/2017
biazin consorcio de junho;outras entradas;Conta Corrente BB;Prioridade Financeira;19/04/2017;627;19/04/2017
sorvetao;alimentação;Conta Corrente BB;essencial;19/04/2017;-65;19/04/2017
terreno  13/88;terreno;Conta Corrente BB;Prioridade Financeira;20/04/2017;-921,28;20/04/2017
balet fabi 3/12;outros;Conta Corrente BB;Estilo de Vida;20/04/2017;-120;20/04/2017
deposito fabi;faturamento fabi;Conta Corrente BB;;20/04/2017;1.310,00;20/04/2017
marmitaria;alimentação;Conta Corrente BB;essencial;20/04/2017;-16;20/04/2017
pgto porta blindex;Reformas Casa;Conta Corrente BB;Prioridade Financeira;20/04/2017;-1.300,00;20/04/2017
senac 8/10;Negocio Fabi;Cartão de Crédito;Negocio Fabi;20/04/2017;-111,6;20/04/2017
destro 1/10;Reformas Casa;Conta Corrente BB;Prioridade Financeira;24/04/2017;-117;24/04/2017
pgto porta blindex;Reformas Casa;Conta Corrente BB;Prioridade Financeira;24/04/2017;-1.200,00;24/04/2017
sistema ahertz;Entradas Sistema;Conta Corrente BB;;24/04/2017;250;24/04/2017
combustivel;combustível;Conta Corrente BB;essencial;24/04/2017;-50;24/04/2017
big ;mercado;Conta Corrente BB;essencial;24/04/2017;-27,43;24/04/2017
mufato;Negocio Fabi;Conta Corrente BB;Negocio Fabi;24/04/2017;-770,07;24/04/2017
mufato;mercado;Conta Corrente BB;essencial;24/04/2017;-22,5;24/04/2017
predileta;alimentação;Conta Corrente BB;essencial;24/04/2017;-4,15;24/04/2017
canela fina;alimentação;Conta Corrente BB;essencial;24/04/2017;-47;24/04/2017
tio patinhas;alimentação;Conta Corrente BB;essencial;24/04/2017;-46,55;24/04/2017
predileta;alimentação;Conta Corrente BB;essencial;24/04/2017;-17;24/04/2017
marie japones;alimentação;Conta Corrente BB;essencial;24/04/2017;-15;24/04/2017
ajustes;outros;Conta Corrente BB;;24/04/2017;-20,46;24/04/2017
fiorela;alimentação;Conta Corrente BB;essencial;24/04/2017;-41,84;24/04/2017
mufato;mercado;Conta Corrente BB;essencial;25/04/2017;-141,2;25/04/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;25/04/2017;-82,25;25/04/2017
goreti;Negocio Fabi;Conta Corrente BB;Negocio Fabi;25/04/2017;-23;25/04/2017
laine;empregada doméstica;Conta Corrente BB;essencial;25/04/2017;-100;25/04/2017
deposito sistema;Entradas Sistema;Conta Corrente BB;;25/04/2017;349;25/04/2017
deposito sistema;Entradas Sistema;Conta Corrente BB;;25/04/2017;140;25/04/2017
marmitaria;alimentação;Conta Corrente BB;essencial;26/04/2017;-14;26/04/2017
predileta;alimentação;Conta Corrente BB;essencial;26/04/2017;-18,7;26/04/2017
cheque;outros;Conta Corrente BB;essencial;26/04/2017;-37,5;26/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;26/04/2017;263;26/04/2017
mrmita;alimentação;Conta Corrente BB;essencial;27/04/2017;-25;27/04/2017
fiorela;alimentação;Conta Corrente BB;essencial;27/04/2017;-5,92;27/04/2017
github;sistema;nubank;Prioridade Financeira;27/04/2017;-24,36;27/04/2017
telefone;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;28/04/2017;-347,91;28/04/2017
bike 10/10;Compras/presentes;Cartão de Crédito;Prioridade Financeira;05/07/2016;-79;01/05/2017
emprestimo 21/23;Emprestimos;Cartão de Crédito;Prioridade Financeira;01/12/2016;-134,82;01/05/2017
curso fabi 7/12;Negocio Fabi;Nubank;Negocio Fabi;01/12/2016;-14,12;01/05/2017
curso lucas 7/12;Sistema;Nubank;Prioridade Financeira;01/12/2016;-27;01/05/2017
compra fabi 6/6;Negocio Fabi;Nubank;Negocio Fabi;01/02/2017;-66,66;01/05/2017
americanas 6/8;Compras/presentes;Nubank;Estilo de Vida;01/02/2017;-31,62;01/05/2017
mercadopago 4/6;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-11,15;01/05/2017
mercado pago 5/12;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-12,4;01/05/2017
celular fabi 3/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;06/02/2017;-50,91;01/05/2017
comercial ivaipora 1/3;Reformas Casa;Cartão de Crédito;Prioridade Financeira;06/02/2017;-828,83;01/05/2017
granvel 1/5;manutenção carro;Cartão de Crédito;Prioridade Financeira;01/04/2017;-216;01/05/2017
amazon;Sistema;Cartão de Crédito;Prioridade Financeira;03/04/2017;-16,47;01/05/2017
smiles;viagem;Cartão de Crédito;Prioridade Financeira;06/04/2017;-185;01/05/2017
destro 2/9;Reformas Casa;Cartão de Crédito;Prioridade Financeira;12/04/2017;-152,42;01/05/2017
senac 8/10;Negocio Fabi;Cartão de Crédito;Negocio Fabi;20/04/2017;-111,6;01/05/2017
celular 12/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;20/04/2017;-64,25;01/05/2017
visavale;Visavale;VisaVale;;01/05/2017;365;01/05/2017
microondas 1/10;Reformas Casa;Cartão de Crédito;Prioridade Financeira;01/05/2017;-175,42;01/05/2017
predileta;alimentação;Conta Corrente BB;essencial;02/05/2017;-34,1;02/05/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;02/05/2017;-133,5;02/05/2017
fiorela;alimentação;Conta Corrente BB;essencial;02/05/2017;-10,95;02/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;02/05/2017;-223,7;02/05/2017
boticario;Compras/presentes;Conta Corrente BB;Estilo de Vida;02/05/2017;-77,4;02/05/2017
mercado;mercado;Conta Corrente BB;essencial;02/05/2017;-14,37;02/05/2017
cambuca;alimentação;Conta Corrente BB;Estilo de Vida;02/05/2017;-48,8;02/05/2017
predileta;alimentação;Conta Corrente BB;essencial;02/05/2017;-20,35;02/05/2017
mufato;mercado;Conta Corrente BB;essencial;02/05/2017;-9,27;02/05/2017
empregada;empregada doméstica;Conta Corrente BB;essencial;02/05/2017;-80;02/05/2017
saque reforma;Reformas Casa;Conta Corrente BB;Prioridade Financeira;02/05/2017;-1.400,00;02/05/2017
pgto ventura;Reformas Casa;dinheiro;Prioridade Financeira;02/05/2017;-600;02/05/2017
faturamento fabi;faturamento fabi;dinheiro;;02/05/2017;600;02/05/2017
brasilprev;Brasilprev;;;02/05/2017;201,52;02/05/2017
brasilprev;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;02/05/2017;-201,52;02/05/2017
agua;Luz/Água;Conta Corrente BB;Prioridade Financeira;02/05/2017;-69,84;02/05/2017
agua dna salete;dn salete;Conta Corrente BB;;02/05/2017;-60,73;02/05/2017
iof;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;02/05/2017;-2,07;02/05/2017
tbone ;alimentação;Conta Corrente BB;essencial;03/05/2017;-35;03/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;03/05/2017;-145,2;03/05/2017
predileta;alimentação;Conta Corrente BB;essencial;03/05/2017;-11,92;03/05/2017
mufato;mercado;Conta Corrente BB;essencial;03/05/2017;-55,88;03/05/2017
pgto cartao;;Conta Corrente BB;;03/05/2017;-250;03/05/2017
pgto cartao;;Cartão de Crédito;;03/05/2017;250;03/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;04/05/2017;465;04/05/2017
pagseguro;faturamento fabi;Conta Corrente BB;;04/05/2017;0,37;04/05/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/05/2017;-35,46;05/05/2017
salario;Salario Lucas;Conta Corrente BB;;05/05/2017;4.572,70;05/05/2017
pgto cartao;;Cartão de Crédito;;05/05/2017;389,67;05/05/2017
pgto cartao;;Conta Corrente BB;;05/05/2017;-389,67;05/05/2017
visavale;mercado;VisaVale;essencial;05/05/2017;-365;05/05/2017
colombo 2/10;Reformas Casa;Nubank;Prioridade Financeira;07/05/2017;-65,9;07/05/2017
deposito maia;Reformas Casa;Conta Corrente BB;Prioridade Financeira;08/05/2017;-235;08/05/2017
saque ventura;Reformas Casa;Conta Corrente BB;Prioridade Financeira;08/05/2017;-500;08/05/2017
posto;combustível;Conta Corrente BB;Essencial;08/05/2017;-50;08/05/2017
megasena;outros;Conta Corrente BB;Prioridade Financeira;08/05/2017;-28;08/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;08/05/2017;-156,15;08/05/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;08/05/2017;-83,5;08/05/2017
casa do mel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;08/05/2017;-65,51;08/05/2017
cozinha planejada 2/10;Reformas Casa;Conta Corrente BB;prioridade financeira;08/05/2017;-531;08/05/2017
parana;mercado;Nubank;essencial;08/05/2017;-100,49;08/05/2017
netflix;Internet/Telefone/TV;Nubank;essencial;08/05/2017;-22,9;08/05/2017
cacamba terras;Reformas Casa;dinheiro;Prioridade Financeira;08/05/2017;-300;08/05/2017
luz;Luz/Água;Conta Corrente BB;essencial;09/05/2017;-185,31;09/05/2017
luz dna salete;dn salete;Conta Corrente BB;;09/05/2017;-69,88;09/05/2017
pgto cartao;;Conta Corrente BB;;09/05/2017;-398,6;09/05/2017
pgto cartao;;Cartão de Crédito;;09/05/2017;398,6;09/05/2017
pgto consorcio 3/12;Emprestimos;Conta Corrente BB;Prioridade Financeira;09/05/2017;-206;09/05/2017
faturamento fabi;faturamento fabi;dinheiro;;09/05/2017;708;09/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;09/05/2017;800;09/05/2017
famarcia;saúde;Conta Corrente BB;essencial;09/05/2017;-13,3;09/05/2017
tbone ;alimentação;Conta Corrente BB;essencial;09/05/2017;-35;09/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;09/05/2017;-87,3;09/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;09/05/2017;80;09/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;09/05/2017;-43,9;09/05/2017
roa papelaria;educação;Conta Corrente BB;essencial;09/05/2017;-1,9;09/05/2017
massa leve;alimentação;Conta Corrente BB;essencial;09/05/2017;-27,5;09/05/2017
cheque laje 1/3 851877;Reformas Casa;Conta Corrente BB;Prioridade Financeira;09/05/2017;-152;09/05/2017
desbloqueio de deposito;faturamento fabi;Conta Corrente BB;;09/05/2017;830;09/05/2017
seguro casa 3/4;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;09/05/2017;-167,52;09/05/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;09/05/2017;-145,36;09/05/2017
datacenter;Sistema;Conta Corrente BB;Prioridade Financeira;09/05/2017;-272,03;09/05/2017
com. Ivaipora  a vista;Reformas Casa;dinheiro;Prioridade Financeira;10/05/2017;-199;10/05/2017
iptu 3/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/05/2017;-84,76;10/05/2017
seguro casa 3/4;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/05/2017;-98,57;10/05/2017
iptu novo centro 3/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/05/2017;-37,35;10/05/2017
foto;Negocio Fabi;Conta Corrente BB;Negocio Fabi;10/05/2017;-10,8;10/05/2017
papelaria;educação;Conta Corrente BB;essencial;10/05/2017;-50,62;10/05/2017
casa do mel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;10/05/2017;-14,42;10/05/2017
frutimax;Negocio Fabi;Conta Corrente BB;Negocio Fabi;10/05/2017;-11,5;10/05/2017
predileta;alimentação;Conta Corrente BB;essencial;10/05/2017;-15,1;10/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;10/05/2017;335;10/05/2017
faturamento fabi;faturamento fabi;dinheiro;;10/05/2017;539,96;10/05/2017
cantinho mineiro;alimentação;Conta Corrente BB;essencial;11/05/2017;-40;11/05/2017
combustivel;combustível;Conta Corrente BB;essencial;11/05/2017;-50;11/05/2017
mufato;mercado;Conta Corrente BB;essencial;11/05/2017;-123,82;11/05/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;11/05/2017;-40;11/05/2017
pedreiro Ventura;Reformas Casa;Conta Corrente BB;Prioridade Financeira;12/05/2017;-800;12/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;12/05/2017;-24,4;12/05/2017
parana;mercado;Nubank;essencial;14/05/2017;-71,62;14/05/2017
pgto consorcio 3/12;Emprestimos;dinheiro;Prioridade Financeira;15/05/2017;-206;15/05/2017
nubank;;Conta Corrente BB;Prioridade Financeira;15/05/2017;-321,93;15/05/2017
nubank;;Nubank;Prioridade Financeira;15/05/2017;321,93;15/05/2017
cabelo;Salão Beleza;Conta Corrente BB;Estilo de Vida;15/05/2017;-45;15/05/2017
flores;outros;Conta Corrente BB;Estilo de Vida;15/05/2017;-80;15/05/2017
predileta;alimentação;Conta Corrente BB;essencial;15/05/2017;-15,59;15/05/2017
fiorela;alimentação;Conta Corrente BB;essencial;15/05/2017;-10,14;15/05/2017
posto flex;combustível;Conta Corrente BB;essencial;15/05/2017;-150;15/05/2017
telefone;dn salete;Conta Corrente BB;;15/05/2017;-83,05;15/05/2017
deposito sistema;Entradas Sistema;Conta Corrente BB;;15/05/2017;1.500,00;15/05/2017
deposito fgts lucas;Outras entradas;Conta Corrente BB;;15/05/2017;500;15/05/2017
deposito fgts fabi;Outras entradas;Conta Corrente BB;;15/05/2017;450;15/05/2017
deposito fabi;faturamento fabi;Conta Corrente BB;;15/05/2017;780;15/05/2017
faturamento fabi;faturamento fabi;dinheiro;;15/05/2017;500;15/05/2017
pgto dna salete;Negocio Fabi;dinheiro;Negocio Fabi;15/05/2017;-500;15/05/2017
pgto cartao;;Cartão de Crédito;;15/05/2017;1.000,00;15/05/2017
pgto cartao;;Conta Corrente BB;;15/05/2017;-1.000,00;15/05/2017
tarifa;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;15/05/2017;-9,7;15/05/2017
icms;Outras entradas;Conta Corrente BB;;15/05/2017;36;15/05/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;15/05/2017;-40,5;15/05/2017
github;sistema;nubank;Prioridade Financeira;15/05/2017;-25,26;15/05/2017
faturamento fabi;faturamento fabi;dinheiro;;16/05/2017;150;16/05/2017
pgto Ventura;Reformas Casa;dinheiro;Prioridade Financeira;16/05/2017;-150;16/05/2017
compra lm 8/12;Compras/presentes;Conta Corrente BB;Estilo de Vida;17/05/2017;-67;17/05/2017
seguro casa 3/4;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;17/05/2017;-81,7;17/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;17/05/2017;1.300,00;17/05/2017
dogking;alimentação;Conta Corrente BB;essencial;17/05/2017;-22,5;17/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;18/05/2017;600;18/05/2017
fiorela;alimentação;Conta Corrente BB;essencial;18/05/2017;-15,96;18/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;18/05/2017;-20,05;18/05/2017
deposito shirley;Entradas Sistema;Conta Corrente BB;;19/05/2017;600;19/05/2017
emprestimo boris;Outras entradas;Conta Corrente BB;;19/05/2017;10.000,00;19/05/2017
predileta;alimentação;Conta Corrente BB;essencial;19/05/2017;-27,66;19/05/2017
terreno  14/88;terreno;Conta Corrente BB;Prioridade Financeira;22/05/2017;-921,28;22/05/2017
bela colli;Compras/presentes;Conta Corrente BB;Estilo de Vida;22/05/2017;-42;22/05/2017
parana ;mercado;Conta Corrente BB;essencial;22/05/2017;-128,77;22/05/2017
eletroluz;Reformas Casa;Conta Corrente BB;Prioridade Financeira;22/05/2017;-90;22/05/2017
canela fina ;alimentação;Conta Corrente BB;essencial;22/05/2017;-40;22/05/2017
predileta;alimentação;Conta Corrente BB;essencial;22/05/2017;-18,9;22/05/2017
deposito marinho;Reformas Casa;Conta Corrente BB;Prioridade Financeira;22/05/2017;-173;22/05/2017
destro;Reformas Casa;Conta Corrente BB;Prioridade Financeira;22/05/2017;-71;22/05/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;22/05/2017;-40,5;22/05/2017
predileta;alimentação;Conta Corrente BB;essencial;22/05/2017;-18,1;22/05/2017
farmacia;saúde;Conta Corrente BB;essencial;22/05/2017;-46,11;22/05/2017
telefone vivo;Internet/Telefone/TV;Conta Corrente BB;Prioridade Financeira;23/05/2017;-222,85;23/05/2017
combustivel;combustível;Conta Corrente BB;Prioridade Financeira;23/05/2017;-56,5;23/05/2017
fat fabi integrado;faturamento fabi;Conta Corrente BB;;23/05/2017;150;23/05/2017
granito pingadeiras;Reformas Casa;Conta Corrente BB;Prioridade Financeira;24/05/2017;-185;24/05/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;25/05/2017;720;25/05/2017
luz led;Reformas Casa;Conta Corrente BB;Prioridade Financeira;25/05/2017;-91;25/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;25/05/2017;-8,6;25/05/2017
mufato;mercado;Conta Corrente BB;Prioridade Financeira;25/05/2017;-606,18;25/05/2017
farmacia ;saúde;Conta Corrente BB;prioridade financeira;25/05/2017;-14,58;25/05/2017
pgto Ventura;Reformas Casa;Conta Corrente BB;prioridade financeira;25/05/2017;-2.000,00;25/05/2017
granito - entrada;Reformas Casa;Conta Corrente BB;Prioridade Financeira;26/05/2017;-3.000,00;26/05/2017
diamante azul;Reformas Casa;Conta Corrente BB;Prioridade Financeira;26/05/2017;-65;26/05/2017
predileta;alimentação;Conta Corrente BB;essencial;26/05/2017;-17,22;26/05/2017
taxa transf.;Impostos/Seguros/Tarifas;Conta Corrente BB;prioridade financeira;26/05/2017;-2,45;26/05/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;29/05/2017;-353,65;29/05/2017
deposito fabi;faturamento fabi;Conta Corrente BB;;29/05/2017;600;29/05/2017
posto flex;combustível;Conta Corrente BB;essencial;29/05/2017;-159,02;29/05/2017
cea;Compras/presentes;Conta Corrente BB;Estilo de Vida;29/05/2017;-139,98;29/05/2017
mc donald;alimentação;Conta Corrente BB;Estilo de Vida;29/05/2017;-19,5;29/05/2017
croassonho;alimentação;Conta Corrente BB;Estilo de Vida;29/05/2017;-45,15;29/05/2017
comprafabi;Negocio Fabi;Conta Corrente BB;Negocio Fabi;29/05/2017;-19,9;29/05/2017
madre bolo;alimentação;Conta Corrente BB;essencial;29/05/2017;-23;29/05/2017
parana mercado;mercado;Conta Corrente BB;essencial;29/05/2017;-59,57;29/05/2017
com. Ivaipora ;Reformas Casa;Conta Corrente BB;Prioridade Financeira;29/05/2017;-92,21;29/05/2017
destro;Reformas Casa;Conta Corrente BB;Prioridade Financeira;29/05/2017;-139,82;29/05/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;29/05/2017;-236,35;29/05/2017
mufato;Negocio Fabi;Conta Corrente BB;Negocio Fabi;29/05/2017;-165,52;29/05/2017
saque empregada;empregada doméstica;Conta Corrente BB;essencial;30/05/2017;-100;30/05/2017
com. Ivaipora;Reformas Casa;Conta Corrente BB;Prioridade Financeira;30/05/2017;-88,27;30/05/2017
gas;alimentação;Conta Corrente BB;essencial;30/05/2017;-70;30/05/2017
granito;Reformas Casa;Conta Corrente BB;Prioridade Financeira;30/05/2017;-1.100,00;30/05/2017
saque compras Ventura;Reformas Casa;Conta Corrente BB;Prioridade Financeira;30/05/2017;-50;30/05/2017
tarifa saque;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;30/05/2017;-5,15;30/05/2017
mercado;mercado;Conta Corrente BB;essencial;30/05/2017;-61,24;30/05/2017
compras reforma;Reformas Casa;Conta Corrente BB;Prioridade Financeira;31/05/2017;0;31/05/2017
casa do mel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;31/05/2017;-78,3;31/05/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;31/05/2017;-33,23;31/05/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;31/05/2017;-47,25;31/05/2017
com ivaipora;Reformas Casa;Conta Corrente BB;Prioridade Financeira;31/05/2017;-43,2;31/05/2017
tinta;Reformas Casa;Conta Corrente BB;Prioridade Financeira;31/05/2017;-60;31/05/2017
mercado;mercado;Conta Corrente BB;essencial;31/05/2017;-78,66;31/05/2017
faturamento fabi;faturamento fabi;dinheiro;;31/05/2017;400;31/05/2017
emprestimo 22/23;Emprestimos;Cartão de Crédito;Prioridade Financeira;01/12/2016;-134,82;01/06/2017
visavale;Visavale;VisaVale;;01/12/2016;365;01/06/2017
curso fabi 8/12;Negocio Fabi;Nubank;Negocio Fabi;01/12/2016;-14,7;01/06/2017
curso lucas 8/12;Sistema;Nubank;Prioridade Financeira;01/12/2016;-27;01/06/2017
americanas 7/8;Compras/presentes;Nubank;Estilo de Vida;01/02/2017;-31,62;01/06/2017
mercadopago 4/6;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-11,13;01/06/2017
mercado pago 5/12;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-12,4;01/06/2017
celular fabi 4/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;06/02/2017;-50,91;01/06/2017
comercial ivaipora 2/3;Reformas Casa;Cartão de Crédito;Prioridade Financeira;06/02/2017;-828,21;01/06/2017
comercial ivaipora 1/10;Reformas Casa;Cartão de Crédito;Prioridade Financeira;06/02/2017;-41,27;01/06/2017
granvel 2/5;manutenção carro;Cartão de Crédito;Prioridade Financeira;01/04/2017;-216;01/06/2017
senac 09/10;Negocio Fabi;Cartão de Crédito;Negocio Fabi;20/04/2017;-111,6;01/06/2017
destro 1/09;Reformas Casa;Cartão de Crédito;Prioridade Financeira;20/04/2017;-117,24;01/06/2017
com. Ivaipora 1/10;Reformas Casa;Cartão de Crédito;Prioridade Financeira;24/04/2017;-132,4;01/06/2017
curso laravel 1/2;sistema;cartão de crédito;prioridade financeira;26/04/2017;-81,84;01/06/2017
curso laravel ;sistema;Cartão de Crédito;Prioridade Financeira;26/04/2017;-49;01/06/2017
destro 1/08;Reformas Casa;Cartão de Crédito;Prioridade Financeira;27/04/2017;-52,45;01/06/2017
laravel 1/6;sistema;Cartão de Crédito;Prioridade Financeira;02/05/2017;-10,34;01/06/2017
pagseguro;outros;Cartão de Crédito;Prioridade Financeira;03/05/2017;-10;01/06/2017
smiles;viagem;Cartão de Crédito;Prioridade Financeira;05/05/2017;-185;01/06/2017
smiles;viagem;Cartão de Crédito;Prioridade Financeira;05/05/2017;-185;01/06/2017
colombo 3/10;Reformas Casa;Nubank;Prioridade Financeira;07/05/2017;-65,9;01/06/2017
netflix;Internet/Telefone/TV;Nubank;Essencial;13/05/2017;-22,9;01/06/2017
destro 1/9;Reformas Casa;Cartão de Crédito;Prioridade Financeira;22/05/2017;-71,78;01/06/2017
juros cartao;juros;Cartão de Crédito;Prioridade Financeira;22/05/2017;-20,9;01/06/2017
com. Ivaipora 1/4;Reformas Casa;Cartão de Crédito;Prioridade Financeira;25/05/2017;-49,93;01/06/2017
comercial 1/10;Reformas Casa;Cartão de Crédito;Prioridade Financeira;25/05/2017;-50,38;01/06/2017
brasilprev;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;01/06/2017;-201,52;01/06/2017
brasilprev;Brasilprev;;;01/06/2017;201,52;01/06/2017
agua;dn salete;Conta Corrente BB;;01/06/2017;-60,73;01/06/2017
agua ;Luz/Água;Conta Corrente BB;Essencial;01/06/2017;-60,73;01/06/2017
chique bela;Compras/presentes;Conta Corrente BB;Estilo de Vida;01/06/2017;-50;01/06/2017
comercial ivaipora;Reformas Casa;Conta Corrente BB;Prioridade Financeira;01/06/2017;-20,97;01/06/2017
pgto cartao;;Cartão de Crédito;;01/06/2017;2.931,59;01/06/2017
pgto cartao;;Cartão de Crédito;;01/06/2017;246,42;01/06/2017
